"","words","counts","len"
"19389","privilegiadas,",1,14
"19390","privilegiadísimay",1,17
"19391","privilegio",1,10
"19392","privó",1,5
"19393","pro",9,3
"19394","pro,",1,4
"19395","probabilidadde",1,14
"19396","probabilidades",4,14
"19397","probabilidades,estaban",1,22
"19398","probable",10,8
"19399","Probable",1,8
"19400","probable,",2,9
"19401","probable,sucumbo",1,16
"19402","probable.--¿Y",1,13
"19403","probablemente",11,13
"19404","probablementesin",1,16
"19405","probablesde",1,11
"19406","probado",1,7
"19407","probar",2,6
"19408","probarlo",1,8
"19409","problem.1.F.4.",1,14
"19410","problema",2,8
"19411","problemática",1,12
"19412","proceda",1,7
"19413","proceden.--Entonces",1,19
"19414","procedentes",1,11
"19415","proceder.",2,9
"19416","procediese",1,10
"19417","procedimiento",1,13
"19418","procedió",1,8
"19419","proceso",2,7
"19420","processing",1,10
"19421","proclama",1,8
"19422","proclamaban",2,11
"19423","proclamación",1,12
"19424","procurando",2,10
"19425","procurar",1,8
"19426","procuraré",3,9
"19427","procurarémerecer",1,16
"19428","procurarme",1,10
"19429","procurárnoslos,",1,15
"19430","prodiga",1,7
"19431","prodigado",1,9
"19432","prodigado,",1,10
"19433","prodigar",1,8
"19434","prodigará",1,9
"19435","prodigaste",1,10
"19436","prodigio;aun",1,12
"19437","prodigios",3,9
"19438","prodigiosa",1,10
"19439","prodigiosde",1,11
"19440","prodigioso",1,10
"19441","prodigiosos",1,11
"19442","produce",1,7
"19443","produced",1,8
"19444","producen",3,8
"19445","producenese",1,11
"19446","producía",2,8
"19447","producida",1,9
"19448","producido",4,9
"19449","produciendo",2,11
"19450","producir",1,8
"19451","productos",2,9
"19452","produjeran",1,10
"19453","produjeron",1,10
"19454","produjo",2,7
"19455","produjo,",1,8
"19456","produzco",1,8
"19457","profería",3,8
"19458","proferían",1,9
"19459","proferíanamenazas",1,17
"19460","proferidas",1,10
"19461","proferir",7,8
"19462","profesa.",1,8
"19463","profesaba",1,9
"19464","profeso",1,7
"19465","professo",1,8
"19466","profetizo",1,9
"19467","profiera",1,8
"19468","profieren",1,9
"19469","profiriendo",3,11
"19470","profiriendogritos,",1,18
"19471","profiriera",1,10
"19472","profirieron",7,11
"19473","profirieron,",1,12
"19474","profirió",158,8
"19475","profirió:",1,9
"19476","profirióalegremente",1,19
"19477","profirióCuéllar.",1,16
"19478","profirióDomingo",1,15
"19479","profit501(c)(3)",1,15
"19480","profits",1,7
"19481","profunda",4,8
"19482","profunda,",2,9
"19483","profunda;",1,9
"19484","profunda.",1,9
"19485","profunda.A",1,10
"19486","profundadesesperación,",1,22
"19487","profundamente",2,13
"19488","profundamente,",1,14
"19489","profundamente,pues",1,18
"19490","profundas",4,9
"19491","profundidades",1,13
"19492","profundizar",1,11
"19493","profundo",9,8
"19494","profundo,",2,9
"19495","profundo?Doña",1,13
"19496","profundo.",1,9
"19497","profundosilencio.La",1,19
"19498","progenitor,",1,11
"19499","progresosuficientemente",1,23
"19500","prohíbe",1,7
"19501","prohíben",1,8
"19502","prohibición;",1,12
"19503","prohibido",2,9
"19504","prohibido,",1,10
"19505","prohibidoterminantemente",1,24
"19506","prohibitionagainst",1,18
"19507","Project",61,7
"19508","PROJECT",4,7
"19509","ProjectGutenberg",2,16
"19510","ProjectGutenberg-tm",9,19
"19511","prólogo",1,7
"19512","prolongaban",1,11
"19513","prolongada",1,10
"19514","prolongada.",1,11
"19515","prolongadas",1,11
"19516","prolongado",3,10
"19517","prolongado.Casi",1,15
"19518","prolongándose;",1,14
"19519","prolongar",2,9
"19520","prolongarse",2,11
"19521","promesa",4,7
"19522","promesa,",2,8
"19523","promesa.--Nada",1,14
"19524","promesas",1,8
"19525","promesas,",1,9
"19526","promesasagrada",1,14
"19527","prometa",1,7
"19528","prométame",2,9
"19529","promete",5,7
"19530","Prometemos",1,10
"19531","prometer",1,8
"19532","prometercincuenta",1,17
"19533","prometerle",1,10
"19534","prometerles",1,11
"19535","prometerme",1,10
"19536","prometérselo",1,12
"19537","prometérselo?--No,",1,18
"19538","prometí",1,7
"19539","prometía",1,8
"19540","prometían.Entre",1,15
"19541","prometida",3,9
"19542","prometida,",1,10
"19543","prometida;",2,10
"19544","prometida.A",1,11
"19545","prometido",3,9
"19546","Prometido",1,9
"19547","prometido,ni",1,12
"19548","prometidocincuenta",1,18
"19549","prometidodesde",1,14
"19550","prometidovisitar",1,16
"19551","prometiera",1,10
"19552","prometiera.",1,11
"19553","prometieron",1,11
"19554","prometió",1,8
"19555","prometió,",1,9
"19556","prometo",1,7
"19557","prometo,",1,8
"19558","prometo.--Así",1,13
"19559","promoting",1,9
"19560","promotingfree",1,13
"19561","promotion",1,9
"19562","pronta",4,6
"19563","prontamente",21,11
"19564","pronto",49,6
"19565","Pronto",2,6
"19566","pronto,",5,7
"19567","pronto?--Hermana",1,16
"19568","pronto.",1,7
"19569","pronto.--¿Qué",1,13
"19570","pronto.--Estaremos",1,18
"19571","pronto.De",1,9
"19572","pronto.Los",1,10
"19573","prontoa",1,7
"19574","prontoel",1,8
"19575","prontollegue",1,12
"19576","prontollenos",1,12
"19577","prontoposible",1,13
"19578","prontoquedó",1,11
"19579","prontos",1,7
"19580","pronunciaba",1,11
"19581","pronunciada",1,11
"19582","pronunciadas",2,12
"19583","pronunciado",3,11
"19584","pronunciadopalabra.A",1,20
"19585","pronunciadoVds.",1,15
"19586","pronunciando",4,12
"19587","pronunciar",6,10
"19588","pronunciara",1,11
"19589","pronunciarse",1,12
"19590","pronunciarse.El",1,15
"19591","pronunció",3,9
"19592","proofreadworks",1,14
"19593","propagan",1,8
"19594","propensos",1,9
"19595","property",1,8
"19596","property(trademark/copyright)",1,29
"19597","propia",6,6
"19598","propia,no",1,9
"19599","propia;",1,7
"19600","propiacuenta",1,12
"19601","propias",3,7
"19602","propiasfuerzas",1,14
"19603","propiatierra.",1,13
"19604","propicia",2,8
"19605","propicia,",1,9
"19606","propicias",1,9
"19607","propicio,",1,9
"19608","PROPIEDAD",1,9
"19609","propiedad,",1,10
"19610","propiedades",1,11
"19611","propietario",2,11
"19612","propietario,",1,12
"19613","propietarios",1,12
"19614","propietariosde",1,14
"19615","propina",1,7
"19616","propio",11,6
"19617","propio,",1,7
"19618","propio,el",1,9
"19619","propio?--Sí,",1,12
"19620","propiodel",2,9
"19621","propone",3,7
"19622","proponerle",1,10
"19623","propongo:",1,9
"19624","proponía",2,8
"19625","proponía:",1,9
"19626","proponiendo",1,11
"19627","proporciona",1,11
"19628","proporciona,",1,12
"19629","proporcionan",1,12
"19630","proporcionará",2,13
"19631","proporcionaré",1,13
"19632","proporcionaría",1,14
"19633","proporcionárselo;",1,17
"19634","proporcionase",2,13
"19635","proporcióneme",1,13
"19636","proporciones",3,12
"19637","proporciono",1,11
"19638","proporcionó",1,11
"19639","proposición",3,11
"19640","proposición,",1,12
"19641","proposiciones",2,13
"19642","propósito",6,9
"19643","propósito,",3,10
"19644","propósito.",1,10
"19645","propósitos",1,10
"19646","propósitos,propuso",1,18
"19647","propósitos.El",1,13
"19648","proprietary",1,11
"19649","propuesto",2,9
"19650","propuestos",1,10
"19651","propusiera,",1,11
"19652","propusiera,que",1,14
"19653","propuso",1,7
"19654","prorrogarla",1,11
"19655","prosaico",1,8
"19656","prosaico,",1,9
"19657","prosaicoes",1,10
"19658","proseguido",1,10
"19659","prosiga",4,7
"19660","prosiguiese",1,11
"19661","prosiguió",4,9
"19662","prosperidad.",1,12
"19663","protección",4,10
"19664","protección?--Sí,",1,16
"19665","protect",2,7
"19666","protected",5,9
"19667","protector,",2,10
"19668","protectores.--¡Ah!",1,18
"19669","proteger",1,8
"19670","protegerlaseficazmente.--Entonces",1,33
"19671","protegerles,",1,12
"19672","protegerse",1,10
"19673","protegía",1,8
"19674","protegido,",1,10
"19675","protegido;",1,10
"19676","proteja!",1,8
"19677","protejan,",1,9
"19678","protesta",1,8
"19679","protestaba",1,10
"19680","protestade",1,10
"19681","protestado",1,10
"19682","protestar",2,9
"19683","protestas",1,9
"19684","protestas,",1,10
"19685","protesto",1,8
"19686","provecho",6,8
"19687","provecho,",1,9
"19688","provecho!",1,9
"19689","provecho.--Y",1,12
"19690","proveer",1,7
"19691","provenía",1,8
"19692","proverbialesde",1,14
"19693","proverbio?--De",1,14
"19694","proverbio.--¿Qué",1,16
"19695","proveyeron",1,10
"19696","proveyó",1,7
"19697","provide",6,7
"19698","provide,",1,8
"19699","provided",2,8
"19700","Providencia",1,11
"19701","Providencia,",1,12
"19702","Providencia,y",1,13
"19703","Providencia;",1,12
"19704","Providencia.El",1,14
"19705","providencialmente;",1,18
"19706","providencias",1,12
"19707","providencias,",2,13
"19708","providing",2,9
"19709","providingaccess",1,15
"19710","provincia",2,9
"19711","provincia,",1,10
"19712","provincia?--Si",1,14
"19713","provincias",1,10
"19714","provision",1,9
"19715","provisional.Miramón,",1,20
"19716","provisionalmente",4,16
"19717","provisionalmente,",1,17
"19718","provisiones",2,11
"19719","provisiones.--¿Vamos",1,20
"19720","provisions.1.F.6.",1,17
"19721","provista",2,8
"19722","provistas",1,9
"19723","provistasalforjas",1,17
"19724","provisto",3,8
"19725","provocar",1,8
"19726","provocaría",1,10
"19727","provocarla",1,10
"19728","provocarla,",1,11
"19729","provocarlos",1,11
"19730","próxima",3,7
"19731","próximamente",1,12
"19732","próximo",6,7
"19733","próximo,",1,8
"19734","próximoa",1,8
"19735","próximos",2,8
"19736","proyectaban",1,11
"19737","proyectada.",1,11
"19738","proyectado,",1,11
"19739","proyectados",1,11
"19740","proyectara",1,10
"19741","proyectil",1,9
"19742","proyectil,",1,10
"19743","proyectiles,",1,12
"19744","proyecto",3,8
"19745","proyecto,",1,9
"19746","proyecto?Antes",1,14
"19747","proyecto.--Corriente,",1,21
"19748","proyectos",4,9
"19749","proyectos,",2,10
"19750","proyectos,me",1,12
"19751","proyectos;",1,10
"19752","proyectos?",1,10
"19753","proyectos.No",1,12
"19754","prudencia",4,9
"19755","prudencia,",3,10
"19756","prudencia.",1,10
"19757","prudencia.Por",1,13
"19758","prudenciay",1,10
"19759","prudente",4,8
"19760","prudente,",1,9
"19761","prudente.--Como",1,15
"19762","prudentes,",1,10
"19763","prudentes;",1,10
"19764","prueba",10,6
"19765","prueba,",1,7
"19766","prueba.El",1,9
"19767","prueba.Las",1,10
"19768","pruebas",10,7
"19769","pruebas,",1,8
"19770","pruebas?",1,8
"19771","pruebastan",1,10
"19772","pruebay",1,7
"19773","public",3,6
"19774","pública",5,7
"19775","pública,",3,8
"19776","públicamente",1,12
"19777","publicar",1,8
"19778","publicidad",1,10
"19779","publicidadde",1,12
"19780","publicidades",1,12
"19781","publicó",2,7
"19782","público",1,7
"19783","pude",1,4
"19784","pudehacer",1,9
"19785","pudiera",7,7
"19786","pudieraevitarlo,",1,16
"19787","pudieran",1,8
"19788","pudieron",2,8
"19789","pudiese",14,7
"19790","pudiese,",1,8
"19791","pudieseexplicarse",1,17
"19792","pudiesen",6,8
"19793","pudiesenramonear",1,16
"19794","pudiste",2,7
"19795","pudo",13,4
"19796","pudofingir:",1,11
"19797","pudoprestar",1,11
"19798","pudor",1,5
"19799","Puebla",11,6
"19800","Puebla,",20,7
"19801","Puebla,resaltando",1,17
"19802","Puebla;",2,7
"19803","Puebla!",1,7
"19804","Puebla?--Únicamente",1,19
"19805","Puebla.",3,7
"19806","Puebla.--¿Y",1,11
"19807","Puebla.--Prosiga",1,16
"19808","Puebla.El",2,9
"19809","Puebla.En",1,9
"19810","Puebla.Toda",1,11
"19811","pueblo",9,6
"19812","pueblo,",5,7
"19813","pueblo,la",1,9
"19814","pueblo.--¡Ah!",1,13
"19815","pueblos",1,7
"19816","pueblos,",1,8
"19817","pueblosde",1,9
"19818","pueda",9,5
"19819","pueda,",1,6
"19820","puedan",2,6
"19821","puedan;",1,7
"19822","puede",55,5
"19823","puede,",2,6
"19824","puedeaún",1,8
"19825","puededecirse",1,12
"19826","puededefenderlos",1,16
"19827","puedeencontrar",1,14
"19828","pueden",8,6
"19829","puedenvanagloriarse",1,19
"19830","puedes",2,6
"19831","puedeseguir",1,11
"19832","puedo",27,5
"19833","puedo,",1,6
"19834","puedo;",1,6
"19835","puedo!--Yo",1,10
"19836","puedodecirle",1,12
"19837","puenteechado",1,12
"19838","puerco",1,6
"19839","puerta",64,6
"19840","Puerta",1,6
"19841","puerta-ventana",1,14
"19842","puerta,",18,7
"19843","puerta,al",1,9
"19844","puerta,reveló",1,13
"19845","puerta.--¡Alabado",1,17
"19846","puerta.--¿No",1,12
"19847","puerta.--No",1,11
"19848","puerta.A",1,8
"19849","puerta.El",1,9
"19850","puerta.Los",1,10
"19851","puertade",2,8
"19852","puertas",5,7
"19853","puertas,",1,8
"19854","puertas:una",1,11
"19855","puertasombrada",1,14
"19856","puertatras",2,10
"19857","puertay",2,7
"19858","pues",146,4
"19859","Pues",4,4
"19860","pues,",27,5
"19861","pues,daba",1,9
"19862","pues,permítanme",1,15
"19863","pues,señores,",1,13
"19864","pues;",1,5
"19865","pues?",3,5
"19866","pues?--Dejarme",1,14
"19867","pues?--Que",1,10
"19868","puescomo",1,8
"19869","Puescumplo",1,10
"19870","puesdigo",1,8
"19871","puesel",2,6
"19872","puesen",1,6
"19873","puesentablado",1,13
"19874","puesera",1,7
"19875","puesestaba",1,10
"19876","pueshabían",1,10
"19877","puesla",1,6
"19878","puesperteneciéndole",1,19
"19879","puessomos",1,9
"19880","puestade",1,8
"19881","puestas",1,7
"19882","puesto",12,6
"19883","puesto,",1,7
"19884","puesto.",1,7
"19885","puestos",2,7
"19886","pulcro",1,6
"19887","pulgada",1,7
"19888","pulgada,",1,8
"19889","pulgar",1,6
"19890","pulgares",1,8
"19891","pulidamente",1,11
"19892","pullas.En",1,9
"19893","pulque",1,6
"19894","pulque,",1,7
"19895","pulque.--¿Dijeron",1,17
"19896","pulque.Mientras",1,15
"19897","pulquería",1,9
"19898","pululan",1,7
"19899","puñal;",1,6
"19900","puñal.Y",1,7
"19901","puñaladas",1,9
"19902","puñaladas;",1,10
"19903","pundonor",1,8
"19904","puñetazo",1,8
"19905","punible",1,7
"19906","PUNITIVE",1,8
"19907","puño",4,4
"19908","punta",4,5
"19909","puntillas",2,9
"19910","puntillas,",1,10
"19911","punto",47,5
"19912","punto,",3,6
"19913","punto.",2,6
"19914","punto.Entre",1,11
"19915","punto.La",1,8
"19916","puntoadivinarla,",1,16
"19917","puntodesconocido,",1,17
"19918","puntoestaría",1,12
"19919","puntopareció",1,12
"19920","puntos",2,6
"19921","puntososcuros",1,13
"19922","puntuales,",1,10
"19923","puntualidad.--Ya",1,16
"19924","pupilas,",1,8
"19925","pura",4,4
"19926","pura,",1,5
"19927","pura.",1,5
"19928","pura.--¡Pues",1,12
"19929","pura.El",1,7
"19930","puraraza.En",1,11
"19931","pureza",2,6
"19932","pureza,",1,7
"19933","purísima_,",1,10
"19934","puro",4,4
"19935","puro,",1,5
"19936","puronegros,",1,11
"19937","puros",3,5
"19938","puros,",2,6
"19939","puros.",1,6
"19940","purpose",1,7
"19941","PURPOSE.1.F.5.",1,14
"19942","púrpura",1,7
"19943","purpúreos",1,9
"19944","puse",1,4
"19945","pusieron",10,8
"19946","pusieronlos",1,11
"19947","pusiesen",1,8
"19948","pusimos",1,7
"19949","puso",29,4
"19950","pusoen",1,6
"19951","pusootra",1,8
"19952","qua",1,3
"19953","Qualzalcoatl.»¿Quién",1,20
"19954","que",3183,3
"19955","qué",112,3
"19956","que,",46,4
"19957","qué,",9,4
"19958","que,acompañadas",1,15
"19959","que,apretando",1,13
"19960","que,entregados",1,14
"19961","que,por",1,7
"19962","qué!",1,4
"19963","qué?",5,4
"19964","qué?--¡Pobre",1,12
"19965","qué?--Mande",1,11
"19966","qué?--Porque",3,12
"19967","qué.--Si",1,8
"19968","que...--¿Y",1,10
"19969","que...--Que",1,11
"19970","que...?--Es",1,11
"19971","quea",4,4
"19972","queabandonase",1,13
"19973","queabriese",1,10
"19974","queacababa",2,10
"19975","queacabamos",1,11
"19976","queademás",1,9
"19977","quealcanzará",1,12
"19978","queanticipadamente",1,18
"19979","quéaprovecharía?",1,16
"19980","queaquél",1,8
"19981","queaquéllos",2,11
"19982","queatravesamos,",1,15
"19983","quebraba",2,8
"19984","quebranta",1,9
"19985","quebrantada?E",1,13
"19986","quebrantado",1,11
"19987","quebrantado.",1,12
"19988","quebrantados",1,12
"19989","quebrantó.",1,10
"19990","quecolgaban",1,11
"19991","quecomponían",1,12
"19992","quecomunicar",1,12
"19993","quecomunicarnos,",1,16
"19994","quecon",2,6
"19995","queconducía",1,11
"19996","queconducían",1,12
"19997","quecondujera",1,12
"19998","queconfesase",1,12
"19999","queconstituyen",1,14
"20000","queconvertiría",1,14
"20001","quecortara",1,10
"20002","quecruzaban",1,11
"20003","queda",22,5
"20004","quedaba",3,7
"20005","quedabaIrzabal.El",1,17
"20006","quedaban",5,8
"20007","quedabaque",1,10
"20008","quedacon",1,8
"20009","quedado",8,7
"20010","quedadon",1,8
"20011","quedadosolos",1,12
"20012","quedamás",1,8
"20013","quedamos",2,8
"20014","Quedamos",1,8
"20015","quedan",3,6
"20016","Quedan",1,6
"20017","quedan,",1,7
"20018","quedan.Todos",1,12
"20019","quedándose",2,10
"20020","quedar",7,6
"20021","quedara",1,7
"20022","quedará",4,7
"20023","quedaras,",1,9
"20024","quedaría",2,8
"20025","quedaron",12,8
"20026","quedarse",4,8
"20027","quedarse,",1,9
"20028","quedarse.--Y",1,12
"20029","quedase",1,7
"20030","quedaseaquí",1,11
"20031","quedásemos",1,10
"20032","quede",7,5
"20033","quedeben",1,8
"20034","quédebo",1,7
"20035","quedemos",1,8
"20036","quedemostraba",1,13
"20037","quedemostraban",1,14
"20038","queden",1,6
"20039","quedesde",2,8
"20040","quedeseaban",1,11
"20041","quedo",4,5
"20042","quedó",13,5
"20043","quedo,",1,6
"20044","quedo.--¿Nos",1,12
"20045","queDomingo,",1,11
"20046","quedóprofundamente",1,18
"20047","queechara",1,9
"20048","queefectuarse",1,13
"20049","queel",4,5
"20050","queeligiera,",1,12
"20051","queella",1,7
"20052","queellos.D.",1,11
"20053","queempiezan",1,11
"20054","queemprendieran",1,15
"20055","quéemprendió",1,12
"20056","queen",2,5
"20057","queera",1,6
"20058","queeran",1,7
"20059","queesos",2,7
"20060","queesta",1,7
"20061","queestá",1,7
"20062","queésta",1,7
"20063","queestaba",4,9
"20064","queestaban",2,10
"20065","queestás",1,8
"20066","queeste",1,7
"20067","queéste",2,7
"20068","queesto",1,7
"20069","queexperimentaba",1,16
"20070","queexperimentara",1,16
"20071","quefaltaba",1,10
"20072","quefingiesen",1,12
"20073","queforman",1,9
"20074","queforzosamente",1,15
"20075","quefue",1,6
"20076","quefuesen",1,9
"20077","queha",1,5
"20078","quehabía",3,8
"20079","quehaceres,",1,11
"20080","quehaceres.",1,11
"20081","quehaceres.El",1,13
"20082","quehacía",3,8
"20083","quehaya",1,7
"20084","quehermosa;",1,11
"20085","quehicieron",1,11
"20086","quehubieron",1,11
"20087","quehubiese",1,10
"20088","quehusmeo",1,9
"20089","queindudablemente",1,17
"20090","queinfestan",1,11
"20091","quejarse,",1,9
"20092","quejarse.",1,9
"20093","quejarsea",1,9
"20094","queJesús,",1,9
"20095","quejo",1,5
"20096","quela",2,5
"20097","quelas",2,6
"20098","quele",12,5
"20099","queles",1,6
"20100","quellegaba;",1,11
"20101","quellegaron",1,11
"20102","quellevaba",1,10
"20103","quelo",1,5
"20104","quelos",2,6
"20105","quemaba",1,7
"20106","Quemado,",7,8
"20107","Quemado.",2,8
"20108","QUEMADOComo",1,11
